,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
15719167,M24,Drilldozerike,1.0,306949.3,419841.6,MIRAMAR,2U4GBNA0Ymno_j5kdaEEqPy-lef-hWWznGozeGr54cMx9UJrFiu2M2GUsyqxqgIe,1932,KawaiiTrash,2.0,312883.9,424430.2
15721318,Grenade,gmArT393,1.0,504317.9,138317.8,MIRAMAR,2U4GBNA0Ymnr0rndn7e0bpdGBUi_0zVMosg30UdGbd-OAQCWu83hpHcxp0TR2UJK,1783,sxdcfh222,2.0,509354.1,138795.5
15722035,AKM,Ectrian,1.0,395325.9,563189.4,MIRAMAR,2U4GBNA0Ymkjcndd7dYGlXDeMqRo9VxNq8YzXSg9ajefsuHCDdxBmRR9e4MDPGHG,1927,YungTapWater,2.0,393830.8,556785.8
15726878,M416,shakabangbang,1.0,388470.6,467083.5,MIRAMAR,2U4GBNA0YmnjVJNCOjdkWcwnoNDvjOFkmv6um812Jue8xgFMQUZC83bMjX_JaROX,1835,HARD-K,2.0,390049.1,469175.2
15744143,M416,Zavgor,1.0,171703.7,394305.3,MIRAMAR,2U4GBNA0YmmCcHPM_CMuQHnPp3DWucBKPWNkf6gB57wa5jX6_I__tB6DGNuIldBl,1883,666Mrperfect,2.0,171390.3,399056.1
15753424,M16A4,876951598,1.0,209134.9,668450.1,MIRAMAR,2U4GBNA0Ymm-F-UOPk_OAs1Onw_GdPg3_CknUoL7YuKho10CFF33bR1AvP4oMdwm,1999,The_Snicklefritz,2.0,207385.0,666392.1
15755908,AWM,Pj925,1.0,492021.8,380031.6,MIRAMAR,2U4GBNA0Ymk88SS8QXJkoLw_cM0fRXQTWVYc6j5FZzPKFL5zsOmh448uEgIhG2SO,1748,dwsdvz,2.0,481670.0,379023.3
15761519,M416,Axing1992,1.0,353973.3,438103.1,MIRAMAR,2U4GBNA0YmnC94zVkGT0amNPAZwwjBxA394wXAAHAPC1oUQmD70xbDTbOwgm9TWm,1772,Tony626,2.0,343913.6,430887.0
15763156,Grenade,DeathAlliance727,1.0,552581.3,512020.0,MIRAMAR,2U4GBNA0YmktxWU5skSCOI8FC6Te_VSUn0C4d3Bw8KLToHx73ytFAo-2XsuOfn60,1926,Hi-Xian,2.0,547014.6,511835.1
15765239,SCAR-L,ns66,1.0,457865.6,634256.4,MIRAMAR,2U4GBNA0YmkAexwmko8W9PDBNO9pkeV10bsNzyPIWQml3wGS2rfpaXHxXShcvxJ-,1809,Crohn199437,2.0,458130.3,634124.7
15769073,M16A4,ZHANGDEYOU123,1.0,552402.3,500868.2,MIRAMAR,2U4GBNA0YmkUz_xCV4SQYBV6kaHJh5X3oL97TqL_yNJN4_VbFLlD6pRZ2EksrPk2,1837,QiangShengAk47,2.0,556732.4,503466.8
15769508,AKM,March-22nd,1.0,545792.3,386337.2,MIRAMAR,2U4GBNA0YmkkoDyIimfBGt_bfxfY1zI1rvtv5TGjQHPap57TMecitblqVe4WV5DI,1805,xXstoneCode200Xx,2.0,553435.4,382579.7
15769964,SCAR-L,Wasteland-Punk,1.0,194162.2,337634.4,MIRAMAR,2U4GBNA0YmmKewrBQtciTn7Vx4uVcZRFuNOdLVJt4lEbJUHTKSj4IP8b1Xspg941,1888,ChinaYBK,2.0,199993.8,332401.7
15773716,M416,HuSimp,1.0,438464.2,238669.7,MIRAMAR,2U4GBNA0Ymm93z6cAzCKpOOrIPtr0Ar3jBrTlaVeu1PVbqGftR3TlTD3jruxE338,1915,FreshDeezy,2.0,438969.9,238979.6
15778284,M416,Sakura_sorry,1.0,343927.3,273161.0,MIRAMAR,2U4GBNA0YmmtTgYw7dPgc9ToXDCeN8NKuSpCCzXAFxIr3TziaVkyTIUaBR0QKgOd,2011,aiaiyy9666,2.0,346104.3,273893.5
15778646,M416,JustFierce,1.0,285986.5,435010.0,MIRAMAR,2U4GBNA0Ymn4sVrd4-8eUjnK93Vm-g1AmVJ1qsP2IpffFrYMM49oRioP2N3QObZP,1911,dong_-sky,2.0,287664.5,439025.0
15783288,M416,TURDZERKER,1.0,462832.9,267454.8,MIRAMAR,2U4GBNA0Ymkv6kKahmJkxQ7pB62I-slMp1woAL59NFM4UTtOl455vYViwFnmAlmy,2045,Monstras,2.0,461936.6,267280.8
15783667,Kar98k,Layne370,1.0,521013.4,204613.3,MIRAMAR,2U4GBNA0YmkoenClxsuFwxP4M6hwrbhiWzorZVi3n1vthbm9UM4PZfRdfM1RxfPK,1848,HAO-HE-HE,2.0,517197.0,204448.7
15792920,SCAR-L,movchan0777,1.0,455609.1,602191.8,MIRAMAR,2U4GBNA0YmnVuTIMy63_4A1T-qzm4T9873Uce1kxN09m15Yd7EG9GLXuBamZv-8P,1895,1373379119,2.0,451392.0,599993.1
15794683,Grenade,lei331030,1.0,530831.5,345867.2,MIRAMAR,2U4GBNA0YmmyvqXZAzcerS3fsx5psYWjlz3SM012Wjez8bg3xTHyocItK1NFlzLM,1977,BEelzebub2017,2.0,528774.4,344746.5
15799038,AKM,#unknown,1.0,279334.4,417948.4,MIRAMAR,2U4GBNA0YmkYvlFHt_5WxIlrrT2VjzeexNijAk9L5AzqzoxPPf5om8n8izbfLMhs,1697,chijinihewo,2.0,276469.1,413112.6
15800205,M249,FGe_0309,1.0,249647.8,254137.9,MIRAMAR,2U4GBNA0Ymke2a3iD8N1Hg5MvQECzcnKzfCOb34Qb_q15hZ1_uKQPMJz0Y64_GL5,1795,Bengsful,2.0,248344.6,253159.0
15803069,SCAR-L,InsideMePlease,1.0,435530.4,500464.5,MIRAMAR,2U4GBNA0YmnKDu-ET2arQ2l3FNLJP4NhGQfAV-PAr71mGs38OAjEwZRM_QSzKpik,1961,MurderCrow,2.0,433380.3,500151.2
15803416,AUG,Nabster1,1.0,273194.1,504031.6,MIRAMAR,2U4GBNA0YmmmTJsG5tLZ3cIpeZPqbF1HPQoHqvcgHRIITLLojaxt-ZFjkChldX2a,1874,GrayDuck,2.0,274219.0,501122.2
15811643,M416,BogeHn2r,1.0,276376.8,387986.2,MIRAMAR,2U4GBNA0YmmKaSZnucsvMI1RmcKbQTgVIJpictHwrB7zC-LI9C6fPVGcWPInN17_,1858,DrWonk,2.0,277053.3,388686.5
15812147,SCAR-L,maiguama87,1.0,474547.0,476471.8,MIRAMAR,2U4GBNA0Ymk03BCjic080p1xYwLjL8AMeX6fxT5s2x8TmG6Aluq2nRhCzMoAx8KF,1849,xiaoshuai180,2.0,475080.6,467652.2
15819399,AUG,empYYYre,1.0,497522.5,689472.1,MIRAMAR,2U4GBNA0Ymk6-XxKk-g-pvrQMe9qy-KEHirgNsrTv7rGjCGo2UYbv72tgY7_EuUq,1878,OriginIsFun,2.0,497494.2,692494.3
15826620,M416,PpzzOneTap,1.0,285645.4,488237.8,MIRAMAR,2U4GBNA0Ymk3qBGUj9Fl7GpBIbTi3uB2WIIPcvFL0ekSqamZLScRtaiNaLIUy0a7,1719,Midnyght,2.0,286120.3,489782.9
15831429,M16A4,228_REFLEX_228,1.0,636329.1,523110.5,MIRAMAR,2U4GBNA0YmkOscUIUp4Q8_naXFRUztDCH7d3RED-pisFh67I_lFr79c2kQeXwxF1,2114,STREET-RIDER,2.0,636527.2,524565.9
15832565,M416,XLP12,1.0,204046.7,353387.1,MIRAMAR,2U4GBNA0YmkQgKWEXVkvQ1Ys-fAoMVk9h1qquUQBLtcG0tTXz6L8MGRTKkGNc6Bj,1938,DhL-LIU,2.0,207102.6,352952.6
15832784,M16A4,Squirtle666,1.0,507377.3,449599.8,MIRAMAR,2U4GBNA0Ymk88jx7Ho464oX9rqpaVllrRP8VeLvbjw56B0623UmxxIBRtsvXomIy,2014,31destroy,2.0,509891.3,450292.3
15835944,Micro UZI,MBMBM,1.0,309922.4,624376.0,MIRAMAR,2U4GBNA0YmmMGC3WdbH-iPsF5uubKBP79aYDIL-LXOlRt2wsvRyOuV6NAkSld54y,1935,MenofGodLee,2.0,309994.3,625604.4
15838170,SCAR-L,X_TrumCuoi,1.0,449870.4,426699.2,MIRAMAR,2U4GBNA0YmkMBWZwlA8WuueGXqiMXnrv_-A1M41F_htonL8vnxITgeVizpc7XqPP,1885,dengmuwei,2.0,450201.8,425781.9
15838476,M416,Dxzzz,1.0,497680.1,410871.3,MIRAMAR,2U4GBNA0YmnfbKjeyeldBuPdNPs9MIoddlOVrbaj6Kf2l_H89_lms5DtzVY8w7yv,1909,Beothiric,2.0,496964.3,406252.2
15842550,M24,QuanMin_xLiang,1.0,310933.6,417007.6,MIRAMAR,2U4GBNA0YmmpZze-Fs42PV73X6KnGcp2_oFirPf-TPFlT-uuFSLyfcV5ab11bjoQ,1838,Gblev,2.0,304659.2,425253.9
15846215,M416,rewrewstre,1.0,366351.1,640059.9,MIRAMAR,2U4GBNA0Ymk104DSuRz6LZ4wjAybtrd-jNwJKFwpyB6G7mefiDwuPSWFsYepDIyx,1880,aaarui123,2.0,365255.9,643168.1
15847650,AUG,Calibo_iwnl,1.0,363298.4,429993.2,MIRAMAR,2U4GBNA0YmlPxBcGBmrejeCbRHPy9TG1gj2DkL1lW2F1EFJkyefQ7T29eLDPPhnF,1896,Mocho_Thicc,2.0,363195.9,429984.0
15848860,Grenade,x-t88888,2.0,694508.1,370120.8,MIRAMAR,2U4GBNA0Ymke9Esh-mjhXCur7ZsQHG-7jS4gEr-EUwftmr6W0_vuiJxI57AiFVP8,1847,x-t88888,2.0,694508.1,370120.8
15848910,M416,Slipperrz,1.0,585253.4,555244.2,MIRAMAR,2U4GBNA0YmmkogFXXjTaadWTAuI1jytpbST3tjdzcpZIl2X8y7Vh2IW9pplEjg6j,1984,payjas,2.0,586470.4,555838.2
15850146,AKM,1242612963,1.0,561395.4,484818.2,MIRAMAR,2U4GBNA0Ymm7uT-YU7B3bcK238lPEdtsiyKnM9uRXi7oCTuvvdLujJowOwHKw0A9,2055,Dingus_Maximus,2.0,558323.9,484177.4
15850307,M416,CORNISHBOY,1.0,445678.5,418203.6,MIRAMAR,2U4GBNA0YmnhtR62iZrGyAVXHzS7jy0DnXJwa2gwJD7z04raaacQvuzRYwV2oemI,1956,Fasthes,2.0,445281.0,418767.1
15853399,SCAR-L,QNMLGB16138,1.0,372444.8,408737.3,MIRAMAR,2U4GBNA0Yml6pjFSio-h9mkurDqwdAkpzZJD4ez1SMs53Ri51kRfqsWb19Wsc8F_,1957,himynamenic,2.0,376603.0,407417.9
15862040,M416,Ipnada,1.0,555322.1,443711.0,MIRAMAR,2U4GBNA0YmmaGZLXW_DvUgF1olVFrjg1z51tXCBq4hcM8xKW6-E837DNOqCePfGF,1785,EnviousFelicity,2.0,556694.1,433156.2
15862322,Pickup Truck,453050204,2.0,569162.1,465319.8,MIRAMAR,2U4GBNA0YmlBDAUpW-V1U4F0Btuke46gP5b2aBE1iqZ19BXq4FU1Zt80J6BAFpeZ,1882,453050204,2.0,569162.1,465319.8
15866076,M416,SFDKdsf454,1.0,593622.4,276359.9,MIRAMAR,2U4GBNA0YmkoLI5___ClUqqj947jxsowHdJ4muQ5VTUVX-pGzg5OfW3f68r8lJf7,1872,ChiatkU2,2.0,604056.1,279733.6
15876570,M416,Dsdexu,1.0,476805.0,635656.1,MIRAMAR,2U4GBNA0YmnUe8cWpuFBVLSFqwYm9Y9KIOMuh6EiM1o8KNuqsjvmdWFY-CxI-ESW,1964,1_walker,2.0,476436.0,636549.3
15877096,M416,#unknown,1.0,384532.8,24113.18,MIRAMAR,2U4GBNA0YmknEjJmNflNOzF4HGs_OpdL_DUoUT0eJlx1WY1mKC_uyn4C0xIALOe2,1893,steew13,2.0,384034.2,25778.52
15888845,SCAR-L,enxit,1.0,165406.6,701900.3,MIRAMAR,2U4GBNA0YmmzmX5vhaL2uzybv3gIk19LLgpEdvaWZm7iraNiRY1Fj6ZQFDINjJPt,1898,PangPang_Wu,2.0,168108.8,699692.4
15890043,AKM,Juck_Petrock,1.0,262329.1,584791.2,MIRAMAR,2U4GBNA0Ymlq6cspA5XFcwjRQWTEYXEO8IyhiKPqIMtSCFPWyoWII4oE4UW2_kyr,1888,dongcidaci77,2.0,261425.3,583157.5
15891045,M16A4,zwc199711,1.0,201147.0,544912.9,MIRAMAR,2U4GBNA0YmktSjX9GSul0XcC7jR7MublI6evLUqBobYinM37fIBNU66XEDtzdTSs,1651,Evifs,2.0,191584.9,537694.2
15894951,M416,LionheartSE,1.0,329429.2,318220.9,MIRAMAR,2U4GBNA0YmlKUeFrgKjn6K6IV8UBDq9c69AYKdkA0HQxi0a1oXfdoVUc5ZfRg753,1794,yelitao732352498,2.0,326954.7,316815.6
15896460,AUG,qvn21-9797-551,1.0,370028.2,356521.5,MIRAMAR,2U4GBNA0YmkBy8A38jqUWcftwEy1Ik06oYbsXd6qTlFCvc-N_ARhDzm6v5f8RxBJ,1830,jeenyus,2.0,372000.7,353299.3
15896885,M16A4,SQSBN,1.0,306968.1,203189.7,MIRAMAR,2U4GBNA0Ymneg6dhrYN7YnYIk5vc-CQ8lgSadZHRyQCPObbVnPDvDtXfB8kwpYMX,1933,DF179,2.0,303998.7,201149.2
15902919,M416,Supreme-176,1.0,181010.2,487570.3,MIRAMAR,2U4GBNA0Ymm_L_eqaePtaVRQQraY5x_bAK8M50Clsf-DeJnmfYJeS_hZwYxVjUAF,1785,25th_May,2.0,190160.2,477207.3
15903838,M416,SX-5928O893l-qun,1.0,482178.2,407504.3,MIRAMAR,2U4GBNA0YmmDac7y7kHeZ9qZwh4x1J2BwI2hxMa9RSj75A0UwxU_Yu4nZHw0CWqy,1862,pangye1986,2.0,475648.4,402665.1
15904054,Kar98k,Bernie-99,1.0,297646.5,463771.9,MIRAMAR,2U4GBNA0YmluTZ3zc2wWXymeRL3aFnIKwTuWVWB5981YseNpRVMRFTXiZBaRC0fF,1903,changzhengfuba,2.0,291554.2,463690.2
15904279,M416,Hastingsss,1.0,492750.3,442589.2,MIRAMAR,2U4GBNA0Ymk-eaHzWnsdKZWg6lWG2RYz4G_Yk7P31NWsSjyRDFf68duqY-0xn13c,1904,Crudeslicer,2.0,490571.5,438490.4
15906528,AUG,k-Amanofgod,1.0,575394.4,335046.6,MIRAMAR,2U4GBNA0YmmBxpVZcr6UWg_n719TfVNG3HR_KKTUti3EqPiG0b6wHE_VN92lw_a_,1852,mAsTeR_xTc,2.0,575423.9,333229.9
15911885,M16A4,kochli,1.0,508572.7,226374.2,MIRAMAR,2U4GBNA0YmnC6dfRbUXy7y12GoTP7JzsW4K80UYgBsOtV1nUsXahXt2iqTZ1ziDH,1893,Sylliloquoy,2.0,507192.2,225633.5
15916232,M416,Aishangyigeren,1.0,206977.6,374307.0,MIRAMAR,2U4GBNA0Ymn_esDmSFQChLkvYJO7EI_UTcboe5QO4p_k1rw4Gs-4Ntt0hZxlFxbx,1961,GTL_yang,2.0,207695.6,371642.2
15916367,SCAR-L,DEADdem,1.0,376249.5,546422.1,MIRAMAR,2U4GBNA0YmlftlEqdXCx7liAn35wBSUt7kQQ6xfFtr9LmKqVNPFOo--bl_O95Qhp,1852,Thor2002,2.0,376996.1,545279.1
15917475,M416,Yinghuakai666,1.0,224230.4,592207.6,MIRAMAR,2U4GBNA0YmkUWCBGFOo6PIyFp1MDOQXaMVvvihLqE0r8MpB6slBt_mSLU25eYWYr,1847,doudoud,2.0,220853.3,593265.9
15917683,M416,DFvst,1.0,297499.8,664208.4,MIRAMAR,2U4GBNA0YmlwVzSFWdEXZh-R5hpPpDwNulrtYs9Iau1oZmMc4SrBoB7XXqgtJ75x,1969,Acxiaolizi,2.0,299218.7,666633.8
15928696,M416,HZK1239845049,1.0,174798.1,315731.9,MIRAMAR,2U4GBNA0Yml8C8U31-eN-GUsBBq-uAuQRxVjeYI394zgl1F-qzbOCMu0M7nyXE3d,1913,griz_gets_funky,2.0,174023.2,315326.6
15929105,M416,Wu_Haan,1.0,336735.9,354391.6,MIRAMAR,2U4GBNA0YmlG4m0I7Qcan9HgPvPNEMSXZoc3dns3DY0liphdx8cYnWLudfOg81OO,1922,zhang_daddy,2.0,337445.1,348087.1
15936090,Grenade,HiddaenLOVE,1.0,430011.1,367036.4,MIRAMAR,2U4GBNA0YmmQWidHnCRq-ox7U9f4AQryfpTbiWmaUAySFxtEDr9KeWZwVhdetJ0w,1864,Mane-JUNJIE,2.0,426717.6,371271.9
15936395,AUG,NeeFFFF,1.0,587602.0,592053.5,MIRAMAR,2U4GBNA0YmmVKfBHHbSo1i5iR3NTycWVam0Iok_RjfteWy-uwb5C_TzWDghhsiz5,1859,Ki1lgore,2.0,587624.9,590759.6
15941428,AKM,kukudehan666,1.0,555189.4,564353.4,MIRAMAR,2U4GBNA0Ymk-6uceTgwMGQsBOlX7cttLx3xVQbYOCyU5Q3U2AnRIWuI3KmPFmALg,1794,FlyPigeon,2.0,547312.6,559911.2
15941545,M416,Jin-Gang-Da_Tui,1.0,227771.2,197429.6,MIRAMAR,2U4GBNA0Ymmy9OFS9nLVfNY8hjTVS-9mp_VacubIMJDGHBHBmNAWtvpJfyFSs-D3,1860,358TuanBYC,2.0,221800.0,194814.9
15943608,Grenade,Shironek0,1.0,434371.1,514689.3,MIRAMAR,2U4GBNA0YmmCah5XcBQGIvpokdOI59wQBLHAknp6cUUZq1EEqpmHdnF_xY-bk17_,1792,maaonanshen,2.0,431696.1,509545.3
15947514,SCAR-L,WOFER,1.0,404449.3,428736.3,MIRAMAR,2U4GBNA0Yml-Fpc6Y56sqG35Ody4UpARd_IMGwBLB0mwNMwX7eDPNoOqsp4LF7Bu,1886,D0ct0rn0,2.0,402363.6,433930.3
15952414,M416,gegexiao213,1.0,377296.7,227599.9,MIRAMAR,2U4GBNA0YmmXJJcq9o6tm_PJo3eZ8QJb3PZi3j3KeerT9AU2qU6tyUT0wp2Cfbst,1769,When11,2.0,375585.1,228654.6
15953146,M416,SyRoy,1.0,312927.7,604710.1,MIRAMAR,2U4GBNA0YmnRfuL8ycqq9i7F5ziWmzpyMil4Co8XJN7k_1yU3BkzDLc6VEro5hUu,1852,zuijiasuenyou-c,2.0,311909.5,603927.0
15953700,M416,LyeDeFG,1.0,568370.8,460558.7,MIRAMAR,2U4GBNA0YmnzoWEbmidPQvgokDw7AEMiE9xNxIJXQB0LaouQXR1ZJov-G6W_XEnc,1860,Judicus,2.0,564814.4,453591.3
15954999,Groza,BB_back,1.0,313220.2,581862.8,MIRAMAR,2U4GBNA0YmllfT8sbZ3nqW6OLJdE3EbPKKoWNg7iC3AzlX2PS7bMGKClK0ryizEc,1905,OnePerfecto,2.0,312664.7,583152.3
15956245,S686,KeukSik,1.0,334462.5,535157.3,MIRAMAR,2U4GBNA0Ymk3tnREwXMIru3iFg3WmsUxYBZ2EiYJ63NqHzD3DJL_CBVZ6zYxPm_O,1874,LLllll1123,2.0,334620.2,535283.8
15958618,M416,Gontire,1.0,427019.3,550697.5,MIRAMAR,2U4GBNA0Ymn0AkRmFdkvJVWwI6ThPb0WFfQ93h2Sw_rkB3hnMDD9Kl32W-FYI0zQ,2013,ur_ded_lel,2.0,425520.7,547748.6
15962825,Grenade,Ray-bin,2.0,253097.5,317838.3,MIRAMAR,2U4GBNA0YmlbiRcnDjARpFqNAE19zKkLZCX8gnlx9Vq-sy6T0JyxIAXTp9ZehFgH,2017,Ray-bin,2.0,253097.5,317838.3
15963132,Mk14,WarBoy55,1.0,434833.4,444872.7,MIRAMAR,2U4GBNA0Yml0QNSTd2A2MZmX6wc33KEwdNQ-i9lXFjWZtUjwcqxcRT7y0SMqLGkC,1884,Hyuns_H,2.0,441426.8,444483.3
15965288,M16A4,Utan,1.0,430704.8,570386.4,MIRAMAR,2U4GBNA0YmnoAbijk77akbgvZBpa3pyC9DIXrbDZoNap8NHlTN5dqrh35_oj1y0o,1835,SlikWylie,2.0,426469.9,566768.4
15969085,M416,Shen_Tong,1.0,458010.6,326059.5,MIRAMAR,2U4GBNA0YmmnA_7V9zDMmV4dL_ipb4K6ddUHy9Va_sTuV5vopmFWi2uVX4Vzwu5p,1841,saozhudada6,2.0,461817.9,325989.0
15969525,M16A4,AK47liuxiaopa,1.0,540596.2,331291.5,MIRAMAR,2U4GBNA0YmlRKLHzkuoKj5HsWvjYLJatktYK0H0L5BwTcrW-mIWvixMqBJ0Vafxj,1814,lunixiaoguanguan,2.0,543571.6,320939.4
15980638,M416,xiaochi11,1.0,555717.6,497255.5,MIRAMAR,2U4GBNA0Ymn1WZuepei7aCx45OH_c8nuGscj_EWf8QUEQknDm7uLbITK8Dh-btRs,1908,shaerzi0316,2.0,553314.3,495622.6
15982523,M416,ouwen-adai,1.0,287914.4,493242.1,MIRAMAR,2U4GBNA0YmnzaljEv3DeNDk1FM7BUhr6u3e6VN6ZjQpjxTH_fm0YPKbv_Pb7jVNL,1885,Awake-007,2.0,291488.4,494642.1
15982770,AWM,qiuwentao666,1.0,412768.8,457298.1,MIRAMAR,2U4GBNA0YmlTVzp4Wn3CGtD_v6hOefk9k_ADc3gH6TkAMmZd-Ry-EJCB8XBBJKrD,1925,GenesisWulfen,2.0,409466.5,456569.9
15984942,SCAR-L,wenyyyyy,1.0,589236.9,415033.6,MIRAMAR,2U4GBNA0YmnDO1ejdjWGTXEeHovOOYHtSRIk1zHHPX_7Y33JTVN1N9pRFL_XokLT,1762,BIGBANG_K,2.0,586541.6,415374.6
15987038,M416,linlinhe,1.0,308683.8,321316.6,MIRAMAR,2U4GBNA0YmkS0eER4KFp5NXae48T3wTR75Zmd6JWf-Ov9qWyo51Gnt9VI8f7zwFJ,1866,xiaojing1688,2.0,306855.8,319073.9
15991973,M416,Ye960124,1.0,499243.7,270721.6,MIRAMAR,2U4GBNA0YmndfrdVInWhQlswu9inB83GQT5erygvnAuA4oH6pCLoMWyxGMti59ap,1951,N-p-w85,2.0,497278.8,270170.6
15994416,M416,KoolShaYuLAjiao,1.0,668509.6,455372.9,MIRAMAR,2U4GBNA0YmnXZXc9okLbqxmhBXWWPeubYmF7jgVZSpPEZ2PhN-LZ8PdUz_JELBqN,1960,kszhiboshen,2.0,669371.1,451325.6
15995057,M416,HanPing001,1.0,584703.1,160800.5,MIRAMAR,2U4GBNA0Ymll6IQefdd56QKAcq1kM8UrEVMdEDzhrCwcfumOKydTT_G2Eo0wYKv1,1878,DjJoly,2.0,582134.9,162408.6
15995703,M416,shuaiddds,1.0,457165.9,199988.0,MIRAMAR,2U4GBNA0YmnUqRr7aMoCbgnQCJTCHqagNOt198NONf8LSI86IF3KbtvgDniEbRj2,1943,95554,2.0,461655.9,198333.6
16001792,M416,LG1000kg,1.0,646773.6,491631.1,MIRAMAR,2U4GBNA0YmnW8exYf5p4O60jfiz4F2lAYPSHlYlMFt4MP8kCkuRPyyL019oW5qPL,1867,NAThanel-Bee,2.0,650613.7,487378.8
16005719,SKS,GicneaYulsck,1.0,205846.5,443772.3,MIRAMAR,2U4GBNA0Ymlz7sRVeeqYZA45wO9FcFCvvYiWSS4IkVQczgYfVrDkyJxmuIR0jqfz,1895,7fsquad7,2.0,203417.2,450967.1
16007167,Mini 14,NongBb,1.0,334669.1,240643.0,MIRAMAR,2U4GBNA0Ymk0QTV1YrNcVBGa-FKlekilvm5yjHF3eIHFHCjIoePe5uti7rDeujRh,1722,Awesomejds,2.0,327715.5,247564.8
16007600,M416,handsomemrzyyb,1.0,237352.2,286551.8,MIRAMAR,2U4GBNA0YmlLF7N9QQi95ybMAwPTR3M4sHniUAZ7MOd7epmUZTTUe6MfrhU1Q-_g,1859,CutTheCrustOff,2.0,237710.5,285936.8
16009423,AWM,kuku_LHY,1.0,617367.5,602535.8,MIRAMAR,2U4GBNA0YmlduBAqViKA_pjT1wOMmu2d3NnAkgqoutxqONGFlf7pD-cVy0r3goqF,1883,XiaJIe1212,2.0,622709.9,604317.0
16010469,M416,candy111,1.0,203820.6,358010.3,MIRAMAR,2U4GBNA0YmmY0igO4f606kbmUqvQPFl7OuhVdnz7wyY5_ryoFnE8dVtSZ-Ts3L5-,1909,KNO3y,2.0,205707.1,357303.3
16010584,M416,Aiomy,1.0,395617.2,372805.5,MIRAMAR,2U4GBNA0YmlSmzlC1V1z7LYRu4u4smxeWrCeYlLeCoBTO2zWigEQfvAEpvEVZgKF,1923,Cyou1025,2.0,397935.2,371507.2
16010737,M416,SkyLine6998,1.0,392478.2,567868.8,MIRAMAR,2U4GBNA0Ymn7JcmKykWBIQsiEzQSb_yp8R0FHl-l5B6v8OyWBRLLdeFzUJog4Ibm,1776,Poor_Choices_,2.0,380483.3,573201.0
16011512,M416,sAs-elentec--,1.0,297708.5,485203.5,MIRAMAR,2U4GBNA0Yml5fh-gF1LKuWzn28ZNN2U_q35cX9g-zglAnBeGDaqd6ir3jWQkQxqi,1856,yakegege,2.0,295503.4,481207.4
16017813,M16A4,wuliaonimei,1.0,564838.9,569726.6,MIRAMAR,2U4GBNA0Ymkxnsv3L9iCrCP9Qz2N-zbfvf0ET_nb6pjKsq3uyYfR8zTw3dczBlG5,1869,Darriy,2.0,569484.9,575394.7
16020025,Grenade,SurpriseMFu,1.0,500571.3,213598.6,MIRAMAR,2U4GBNA0Ymm4POpih3jSJXIHhTCvO5Gy1-EelG052UaoDYS2uCl1xui_SwL9qw5i,1863,SayAnke666,2.0,505936.4,210243.4
16021815,SCAR-L,liuhjvjhvjhv,1.0,532858.7,496875.2,MIRAMAR,2U4GBNA0YmmwSwmGm1_WKxGDFT4tzshTcbamtcpIlVvT99eq7vDnpYARZwCkUXbo,1776,BonzaiSamurai,2.0,528483.8,494577.8
16024357,M416,Kb0b,1.0,446422.3,384258.6,MIRAMAR,2U4GBNA0YmmGyVkxiLaBgQNf2T0hrw_J9Dn4ZWZrRbgsskUXLm2_KcV_it_Pw14T,1912,jcole2239,2.0,446771.7,384771.6
16028373,SCAR-L,Bellaquito,1.0,421378.2,394926.5,MIRAMAR,2U4GBNA0YmlbWrTRElU76wYaqXE-br1NcEnqlRVNMDmyEd6vpRFm4Wv4Zfbu4tFq,1791,Tio_Aurius,2.0,423459.8,394475.8
16029361,SCAR-L,minge,1.0,635125.5,468362.4,MIRAMAR,2U4GBNA0YmkoNNpNWN7cfTeDAIHtHia8UmP01g8t5GwymDU5DO0d7D5ogIXwwpw9,2098,fch_ooo,2.0,635008.7,468219.5
16031006,SCAR-L,Xenoflux,1.0,646073.8,332276.2,MIRAMAR,2U4GBNA0YmkQm9dRlB9FWwW1z8I7Rr2NbpBj6rkwJhGBW9YYndLEF9G2e8cwfeNT,1800,mt-diss-u,2.0,645334.4,334053.3
16033902,SCAR-L,sky_NianHua,1.0,401883.6,175929.0,MIRAMAR,2U4GBNA0YmkyKS2Y1Y_D1AAUdBw42ICiF8D2TmH87w-RPYZQgiLHG4zrVgJ-vaBw,1919,Jude88,2.0,402280.2,173851.7
16036466,M416,Acrobatpan,1.0,217068.0,478207.2,MIRAMAR,2U4GBNA0YmkCLL0IpsmTiK4Qh5TzZ0n8BG1Kp7bat0xmW9NMckdIWWeXPECdASiK,1951,zzhboy,2.0,214178.1,476717.2
16043625,M16A4,bogedada,1.0,350438.2,522891.1,MIRAMAR,2U4GBNA0YmlAayDvQm9Pv1jwRHgl3h74Og9al7rFNZNzqGr99i09dNKwaXxJid1Y,1877,laogwaini,2.0,349168.8,524344.9
16044275,SCAR-L,beleving,1.0,450722.8,215252.8,MIRAMAR,2U4GBNA0Ymk_1YSYFtjbA_lQNo-W-57J_7BGZ0wPBM8rNyZA-_FIXcjGSqWMiSD3,1741,serzan111,2.0,447545.2,220096.9
16045101,SCAR-L,Blaze_the_Shammy,1.0,464696.6,134863.7,MIRAMAR,2U4GBNA0Ymn75okJuEd-_7ltmSKWBgzYclNzHMBVJd6d0tet49Tr7M2_VYcRJYdu,1856,ddsddp,2.0,461688.0,129407.3
